,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1110,745,Yes,0.6,Yes,5,No,35.0,0.8,102,8,10,89,1538,2459.0,14,1.0,16,Yes,Yes,No,1
1111,1735,Yes,1.9,Yes,0,Yes,59.0,0.7,148,6,0,137,846,3230.0,6,1.0,9,Yes,Yes,No,3
1112,586,No,0.5,Yes,1,No,57.0,0.3,188,2,5,1226,1389,3646.0,15,4.0,11,Yes,Yes,Yes,3
1113,1341,Yes,2.1,Yes,0,No,36.0,0.4,107,8,1,473,574,2200.0,18,14.0,15,No,Yes,No,1
1114,781,Yes,1.3,Yes,1,No,64.0,0.2,88,2,7,368,607,3862.0,17,10.0,9,No,No,No,3
1115,501,Yes,0.5,Yes,14,No,22.0,0.5,174,6,20,239,1636,3077.0,17,3.0,17,No,No,No,2
1116,1224,Yes,1.8,Yes,2,Yes,44.0,0.2,139,2,9,622,709,621.0,11,4.0,14,Yes,Yes,Yes,0
1117,1970,No,1.6,Yes,11,Yes,58.0,0.3,80,8,19,654,882,2372.0,14,12.0,2,Yes,Yes,No,2
1118,618,Yes,2.2,Yes,0,Yes,63.0,0.9,138,2,1,853,1781,2574.0,14,3.0,5,Yes,,No,2
1119,1537,No,2.9,No,11,Yes,46.0,0.8,158,4,17,686,1305,2857.0,17,14.0,2,Yes,,Yes,3
1120,1018,No,2.2,No,8,No,16.0,0.6,153,8,10,992,1433,3143.0,17,,20,No,Yes,No,3
1121,1545,No,1.3,Yes,15,Yes,35.0,0.1,173,5,20,115,1352,3197.0,14,9.0,6,Yes,No,Yes,3
1122,1871,No,2.1,No,4,Yes,41.0,0.4,144,8,5,275,1966,2727.0,15,8.0,11,Yes,No,No,3
1123,1729,Yes,2.1,Yes,1,No,12.0,0.9,186,1,6,461,1178,1519.0,9,4.0,5,Yes,No,Yes,1
1124,680,Yes,2.1,Yes,9,Yes,9.0,0.1,131,3,11,1428,1500,2438.0,14,2.0,17,Yes,No,No,2
1125,1106,Yes,1.9,No,4,No,54.0,0.7,107,3,9,614,1212,2674.0,9,3.0,9,Yes,No,Yes,2
1126,635,Yes,0.6,Yes,1,Yes,50.0,0.3,97,5,13,193,989,,13,12.0,12,Yes,No,No,1
1127,618,No,0.6,No,8,No,16.0,0.2,143,1,14,1105,1602,2262.0,16,15.0,4,No,Yes,No,2
1128,1671,No,0.5,Yes,13,No,5.0,0.9,179,8,18,398,1263,815.0,16,6.0,10,Yes,Yes,Yes,0
1129,1562,Yes,1.2,Yes,0,Yes,52.0,0.1,105,7,9,480,728,2829.0,13,10.0,3,Yes,Yes,Yes,2
1130,1975,Yes,1.9,Yes,2,No,31.0,0.9,151,1,17,775,1607,,13,5.0,19,No,No,Yes,3
1131,831,Yes,0.7,No,2,Yes,62.0,0.7,134,8,9,1482,1490,2573.0,16,12.0,18,Yes,No,Yes,2
1132,1524,Yes,1.8,Yes,0,No,10.0,0.6,174,4,1,154,550,2678.0,16,5.0,13,Yes,No,Yes,2
1133,1528,Yes,1.8,Yes,3,Yes,55.0,0.8,129,5,6,454,1762,1282.0,11,9.0,11,Yes,Yes,Yes,1
1134,1447,Yes,2.5,Yes,2,No,9.0,0.2,155,8,16,737,1455,568.0,12,11.0,8,No,No,No,0
1135,1344,No,1.5,No,1,No,14.0,0.5,190,1,3,419,556,2074.0,8,1.0,5,Yes,Yes,No,1
1136,564,No,3.0,Yes,1,No,8.0,0.7,130,2,3,853,1737,2227.0,9,2.0,14,Yes,No,Yes,1
1137,921,No,0.6,Yes,1,No,60.0,0.1,83,2,3,1211,1229,1080.0,10,0.0,6,No,No,Yes,0
1138,1413,Yes,1.7,No,2,No,10.0,0.2,200,6,6,314,1606,2867.0,5,4.0,15,No,,No,2
1139,831,No,2.4,No,10,No,55.0,0.5,86,6,12,172,1239,1075.0,12,11.0,3,Yes,Yes,No,0
1140,802,No,0.5,Yes,3,No,43.0,0.6,153,5,6,527,734,3063.0,17,13.0,4,No,Yes,No,2
1141,1923,No,1.3,No,3,No,24.0,1.0,86,4,4,874,1264,2479.0,9,2.0,15,Yes,,No,2
1142,1193,Yes,3.0,No,10,No,56.0,0.4,196,3,17,674,864,2394.0,19,11.0,14,Yes,Yes,No,2
1143,904,Yes,1.2,Yes,10,Yes,31.0,0.8,112,3,11,657,1014,2814.0,13,3.0,19,Yes,,No,2
1144,1285,No,2.4,No,1,Yes,51.0,1.0,140,7,2,475,500,2094.0,8,0.0,10,Yes,No,No,1
1145,1635,No,2.6,Yes,0,Yes,2.0,0.6,182,4,0,1209,1411,2315.0,10,1.0,2,Yes,Yes,No,2
1146,1923,No,1.0,Yes,5,Yes,14.0,0.9,154,4,6,15,525,2519.0,13,0.0,16,Yes,No,Yes,2
1147,1851,Yes,1.9,Yes,3,Yes,12.0,0.9,198,6,11,293,1967,735.0,7,6.0,14,Yes,No,Yes,0
1148,727,Yes,1.5,No,0,Yes,32.0,1.0,131,7,1,813,1377,1891.0,19,13.0,7,Yes,No,Yes,1
1149,1396,No,1.5,Yes,0,Yes,44.0,0.1,118,6,1,173,1843,1386.0,7,1.0,8,Yes,Yes,Yes,1
1150,877,No,1.3,Yes,9,Yes,46.0,0.8,135,1,14,457,652,3260.0,14,12.0,6,Yes,No,No,2
1151,696,Yes,2.4,No,11,Yes,35.0,0.2,103,3,13,533,797,2022.0,14,11.0,4,Yes,No,Yes,1
1152,1009,Yes,1.0,Yes,2,No,2.0,0.6,102,8,14,912,1043,1716.0,7,5.0,15,No,No,No,1
1153,1526,No,1.1,Yes,2,Yes,38.0,0.3,116,5,6,798,1418,3317.0,7,1.0,8,Yes,Yes,Yes,3
1154,987,No,2.0,Yes,1,No,20.0,0.8,192,7,3,412,565,1454.0,11,3.0,8,Yes,Yes,No,0
1155,1414,Yes,2.2,Yes,0,Yes,49.0,0.5,101,4,1,130,887,,13,0.0,12,Yes,Yes,No,1
1156,1732,No,0.8,No,2,No,61.0,0.3,172,5,3,201,656,3940.0,17,11.0,20,No,Yes,Yes,3
1157,1587,Yes,0.5,No,0,No,50.0,0.9,148,8,15,299,874,461.0,17,4.0,4,Yes,No,Yes,0
1158,1097,No,0.8,No,10,Yes,21.0,0.1,160,7,15,1277,1352,,15,6.0,12,Yes,No,Yes,2
1159,504,No,2.8,Yes,0,No,40.0,0.5,178,3,0,626,1195,470.0,6,0.0,16,Yes,No,No,0
1160,1159,No,2.7,No,13,Yes,28.0,0.2,80,8,18,378,751,2495.0,10,0.0,9,Yes,Yes,Yes,2
1161,1910,No,1.4,No,0,No,29.0,0.6,146,7,2,333,639,,8,7.0,2,Yes,Yes,Yes,2
1162,865,No,1.2,Yes,8,No,59.0,0.1,159,3,9,805,1804,2361.0,16,11.0,19,Yes,No,Yes,2
1163,1930,Yes,2.0,No,11,No,16.0,0.8,186,8,12,1901,1920,1783.0,17,3.0,13,No,No,Yes,2
1164,860,Yes,1.3,Yes,8,Yes,40.0,0.7,170,3,13,1573,1581,2832.0,13,7.0,20,Yes,Yes,Yes,2
1165,1268,Yes,2.9,No,9,Yes,42.0,0.9,182,6,17,360,912,931.0,11,5.0,20,Yes,Yes,No,0
1166,999,Yes,1.8,Yes,0,Yes,,0.1,167,4,1,20,745,1344.0,17,10.0,5,Yes,No,No,0
1167,622,No,0.7,No,0,Yes,9.0,0.3,127,2,0,98,511,3916.0,13,1.0,5,Yes,No,Yes,2
1168,1250,Yes,1.4,No,8,No,44.0,0.2,182,7,20,703,1011,1882.0,14,1.0,14,No,No,No,1
1169,763,Yes,0.5,No,9,Yes,51.0,0.3,104,5,12,273,1278,2865.0,11,6.0,9,Yes,Yes,Yes,2
1170,1100,Yes,1.6,No,12,No,15.0,0.1,112,8,14,919,1344,757.0,12,2.0,16,Yes,Yes,Yes,0
1171,815,No,2.0,Yes,4,No,,0.3,85,6,12,982,1291,3469.0,5,4.0,6,Yes,No,Yes,3
1172,618,Yes,0.5,Yes,2,Yes,57.0,0.2,88,3,7,879,896,2399.0,18,15.0,17,Yes,Yes,Yes,1
1173,553,Yes,2.2,Yes,0,Yes,18.0,0.7,136,2,1,1287,1892,3300.0,12,10.0,20,Yes,No,No,3
1174,673,Yes,2.2,Yes,2,No,3.0,0.4,84,2,9,1109,1247,2719.0,19,2.0,9,Yes,Yes,Yes,2
1175,563,No,2.0,Yes,3,No,47.0,0.3,115,7,12,211,684,3012.0,14,4.0,15,Yes,No,No,2
1176,1590,No,1.5,Yes,12,Yes,,0.5,187,4,15,1058,1109,2836.0,6,5.0,4,Yes,No,No,3
1177,1031,Yes,2.1,Yes,2,Yes,11.0,0.1,121,2,9,532,1247,2385.0,11,7.0,16,Yes,No,No,2
1178,909,Yes,0.5,Yes,9,No,30.0,0.4,97,3,10,290,773,594.0,12,0.0,4,Yes,Yes,Yes,0
1179,1880,No,0.5,No,0,Yes,7.0,0.6,104,4,1,890,1019,2968.0,9,0.0,3,Yes,Yes,No,3
1180,1479,Yes,1.8,Yes,0,Yes,24.0,0.1,146,6,0,327,645,3762.0,12,10.0,5,Yes,No,No,3
1181,1271,No,1.5,Yes,0,No,2.0,0.9,161,1,1,1260,1788,892.0,15,13.0,20,No,Yes,No,1
1182,709,No,1.9,No,11,Yes,13.0,0.1,81,8,15,570,1422,467.0,17,11.0,5,Yes,Yes,Yes,0
1183,1744,No,2.8,No,0,Yes,62.0,0.7,158,1,0,621,1558,345.0,10,6.0,14,Yes,,No,0
1184,1314,Yes,2.2,No,0,Yes,40.0,0.8,116,7,1,328,1858,3033.0,9,8.0,17,Yes,Yes,Yes,3
1185,1136,No,0.5,No,0,Yes,9.0,0.9,150,6,2,1307,1767,2110.0,9,5.0,16,Yes,No,Yes,2
1186,1039,Yes,2.7,No,11,No,56.0,0.3,125,8,13,497,618,3105.0,14,8.0,5,No,Yes,Yes,2
1187,1300,Yes,0.5,No,5,No,62.0,0.1,156,6,7,219,1037,874.0,15,3.0,10,Yes,Yes,No,0
1188,732,Yes,2.3,Yes,7,Yes,39.0,0.6,188,7,11,1163,1554,3681.0,19,3.0,15,Yes,Yes,Yes,3
1189,511,No,0.7,Yes,1,Yes,52.0,0.7,180,2,10,24,759,3865.0,8,3.0,7,Yes,No,Yes,2
1190,1092,Yes,0.5,Yes,10,No,11.0,0.5,167,3,14,468,571,737.0,14,4.0,11,No,Yes,No,0
1191,921,Yes,2.2,Yes,12,Yes,10.0,0.1,170,7,18,1272,1469,3153.0,8,2.0,11,Yes,Yes,No,3
1192,1030,Yes,0.5,No,4,Yes,37.0,0.7,147,1,8,503,551,2800.0,8,6.0,12,Yes,No,Yes,2
1193,1130,No,1.8,Yes,0,No,27.0,0.9,101,1,8,1495,1579,,14,5.0,11,Yes,Yes,No,0
1194,1299,No,2.8,Yes,2,No,60.0,0.8,187,8,6,1333,1838,1412.0,13,1.0,20,No,Yes,Yes,1
1195,1009,Yes,2.8,Yes,7,Yes,2.0,0.6,115,7,15,267,1841,2286.0,19,8.0,13,Yes,No,No,2
1196,1735,No,1.8,Yes,16,No,34.0,0.1,140,2,17,149,876,2392.0,17,15.0,19,Yes,No,Yes,2
1197,1129,Yes,2.8,Yes,0,No,49.0,0.5,185,2,2,1070,1079,1857.0,8,4.0,5,Yes,Yes,Yes,1
1198,708,No,1.9,No,0,No,26.0,0.3,116,7,1,206,620,1419.0,10,6.0,16,Yes,,Yes,0
1199,894,No,0.7,No,2,Yes,58.0,0.1,123,2,3,158,747,3305.0,12,7.0,2,Yes,,No,2
1200,530,No,2.4,No,1,No,32.0,0.3,88,6,20,48,1012,959.0,17,7.0,6,No,Yes,No,0
1201,1481,Yes,2.0,Yes,0,No,35.0,0.5,105,3,0,249,522,,17,16.0,4,Yes,No,Yes,2
1202,1068,No,2.7,Yes,0,Yes,45.0,0.6,194,5,1,935,1499,1754.0,17,7.0,9,Yes,No,Yes,1
1203,1487,No,0.5,No,6,Yes,57.0,0.7,84,3,12,140,768,2563.0,18,4.0,14,Yes,,No,2
1204,1524,No,2.5,Yes,11,Yes,,1.0,96,4,20,184,740,1936.0,7,0.0,9,Yes,Yes,Yes,1
1205,1093,No,1.9,Yes,2,Yes,22.0,0.3,196,8,14,238,807,1869.0,8,5.0,4,Yes,Yes,Yes,1
1206,1816,Yes,1.6,Yes,0,No,50.0,0.1,186,5,2,800,1089,3637.0,11,7.0,16,No,No,Yes,3
1207,627,No,1.8,No,2,No,20.0,0.8,142,3,8,211,507,896.0,17,6.0,14,No,No,No,0
1208,989,Yes,0.7,No,13,Yes,51.0,0.4,132,3,15,670,804,2349.0,10,1.0,20,Yes,No,Yes,1
1209,1895,No,0.5,No,2,Yes,5.0,0.7,134,1,11,725,1335,774.0,15,4.0,6,Yes,Yes,No,1
1210,805,Yes,1.7,Yes,0,Yes,58.0,0.9,168,3,10,81,1544,3397.0,7,6.0,2,Yes,No,No,2
1211,713,Yes,1.6,No,7,Yes,2.0,0.4,181,8,9,1211,1378,485.0,10,6.0,4,Yes,Yes,Yes,0
1212,864,No,2.5,No,10,Yes,24.0,0.7,148,4,15,1362,1378,3964.0,13,8.0,12,Yes,Yes,No,3
1213,1177,No,0.9,No,1,No,11.0,1.0,181,4,7,945,1923,1887.0,8,5.0,11,Yes,Yes,Yes,1
1214,582,No,0.5,No,8,No,32.0,0.7,107,3,11,1043,1702,2977.0,6,1.0,20,No,Yes,Yes,2
1215,1898,No,1.8,Yes,3,Yes,56.0,0.2,185,7,4,444,739,2114.0,10,5.0,19,Yes,Yes,Yes,2
1216,1158,No,0.7,Yes,1,Yes,29.0,0.7,123,2,20,311,1796,1542.0,17,9.0,15,Yes,No,Yes,1
1217,1451,Yes,0.5,No,5,Yes,57.0,0.6,181,8,12,812,1456,3038.0,15,7.0,18,Yes,No,Yes,3
1218,1820,Yes,1.4,No,5,No,51.0,0.9,163,7,10,202,1884,2481.0,11,9.0,11,No,No,No,2
1219,984,No,0.5,Yes,3,Yes,9.0,0.8,140,3,20,531,707,841.0,18,15.0,16,Yes,No,No,0
1220,580,Yes,2.1,Yes,0,No,24.0,0.4,135,4,5,404,898,3565.0,12,11.0,8,Yes,No,Yes,2
1221,1263,Yes,2.0,No,0,No,5.0,0.4,146,6,3,954,1609,1958.0,9,6.0,4,Yes,Yes,Yes,2
1222,1237,No,0.5,No,2,No,27.0,0.1,87,8,5,274,603,2454.0,14,0.0,8,Yes,Yes,Yes,2
1223,514,Yes,1.6,No,7,Yes,37.0,0.1,172,1,9,956,1723,3392.0,12,8.0,5,Yes,Yes,Yes,3
1224,1515,No,2.6,No,0,Yes,56.0,0.9,184,3,1,1438,1593,262.0,14,4.0,20,Yes,Yes,No,0
1225,721,No,0.5,Yes,6,Yes,6.0,0.4,194,4,9,1446,1988,530.0,8,4.0,8,Yes,No,Yes,0
1226,603,Yes,2.5,Yes,3,No,35.0,0.7,126,3,16,692,1057,3703.0,13,1.0,9,No,,Yes,3
1227,1426,Yes,2.5,No,2,Yes,55.0,0.4,109,1,7,777,1032,2562.0,5,1.0,3,Yes,No,No,2
1228,1820,Yes,1.7,Yes,0,Yes,64.0,0.6,161,1,3,1157,1951,574.0,10,2.0,18,Yes,Yes,No,1
1229,1215,No,1.0,No,4,No,16.0,0.1,130,4,8,454,1473,2632.0,7,1.0,15,No,No,Yes,2
1230,697,No,2.7,Yes,5,Yes,20.0,0.4,173,2,6,478,1477,259.0,12,6.0,4,Yes,Yes,Yes,0
1231,717,Yes,0.5,Yes,4,No,10.0,0.6,198,1,5,217,1106,688.0,10,7.0,15,No,Yes,No,0
1232,1348,Yes,2.0,Yes,5,No,36.0,0.3,145,6,6,468,741,2554.0,19,1.0,12,No,,No,2
1233,1164,Yes,2.6,Yes,0,No,61.0,0.3,88,1,6,1107,1656,3859.0,11,10.0,17,No,Yes,No,3
1234,578,Yes,0.5,No,9,Yes,62.0,0.3,170,5,13,626,1134,2977.0,15,12.0,5,Yes,Yes,Yes,2
1235,1971,Yes,0.5,Yes,0,No,40.0,0.3,186,7,19,485,922,,8,7.0,17,Yes,Yes,No,0
1236,1794,Yes,0.5,Yes,5,Yes,55.0,0.5,86,7,7,43,627,402.0,14,7.0,14,Yes,No,Yes,0
1237,1558,Yes,2.5,No,2,Yes,32.0,0.1,114,5,3,322,1385,878.0,16,5.0,17,Yes,,Yes,0
1238,1597,Yes,0.9,No,4,Yes,4.0,0.5,85,1,19,880,1145,2130.0,8,3.0,15,Yes,Yes,No,2
1239,1240,No,1.6,No,0,No,39.0,0.1,146,2,9,1511,1756,3260.0,13,1.0,17,No,No,Yes,3
1240,1994,Yes,0.8,Yes,2,Yes,7.0,0.6,88,8,4,667,711,454.0,11,8.0,6,Yes,Yes,No,0
1241,1221,No,2.3,No,7,Yes,35.0,0.4,152,7,19,765,1899,2638.0,19,16.0,14,Yes,Yes,Yes,2
1242,989,Yes,1.6,Yes,11,Yes,24.0,0.6,156,8,17,614,679,2819.0,16,13.0,5,Yes,No,Yes,2
1243,1180,Yes,1.2,No,5,Yes,50.0,1.0,144,4,20,925,1252,1464.0,7,3.0,20,Yes,Yes,Yes,1
1244,718,No,2.8,No,10,No,59.0,0.8,113,6,13,1185,1387,1824.0,11,9.0,3,Yes,Yes,No,1
1245,1670,Yes,1.6,Yes,0,No,47.0,0.8,139,8,15,1706,1886,876.0,16,0.0,5,Yes,Yes,No,1
1246,534,Yes,2.5,No,1,Yes,21.0,0.3,164,7,9,347,1477,2706.0,7,5.0,18,Yes,Yes,No,2
1247,1566,Yes,0.5,Yes,0,No,20.0,0.5,126,2,0,1603,1930,659.0,14,9.0,13,Yes,Yes,Yes,1
1248,1935,No,0.5,No,0,Yes,29.0,0.6,124,5,9,806,860,455.0,9,2.0,6,Yes,No,Yes,0
1249,504,Yes,2.8,Yes,2,No,54.0,0.4,163,2,10,1207,1539,2378.0,17,11.0,2,Yes,No,No,2
1250,913,No,1.7,Yes,1,Yes,41.0,0.3,103,1,14,431,1144,2278.0,15,3.0,18,Yes,Yes,No,1
1251,1317,No,1.8,Yes,2,No,43.0,0.5,113,5,3,179,613,3436.0,16,13.0,5,No,Yes,Yes,3
1252,917,Yes,0.5,No,1,Yes,31.0,0.5,88,6,2,423,909,,19,2.0,13,Yes,Yes,No,3
1253,712,No,2.5,Yes,1,No,49.0,0.6,99,6,3,1131,1743,401.0,5,0.0,10,Yes,No,Yes,0
1254,1083,No,1.0,No,6,No,52.0,0.9,126,2,20,925,1469,681.0,19,18.0,19,Yes,Yes,Yes,0
1255,1039,No,0.6,No,5,Yes,6.0,0.1,136,6,8,62,544,3212.0,15,7.0,7,Yes,No,Yes,2
1256,1747,No,0.5,No,4,No,,0.7,185,6,12,800,873,3105.0,7,1.0,10,Yes,No,No,3
1257,1449,Yes,0.5,Yes,0,No,52.0,0.6,105,6,0,211,947,2036.0,5,1.0,10,No,Yes,No,1
1258,1872,Yes,0.5,Yes,14,No,49.0,0.2,139,7,18,81,1389,3153.0,16,15.0,5,Yes,Yes,No,3
1259,1796,No,1.6,Yes,5,No,7.0,0.1,101,4,6,667,798,1642.0,9,4.0,3,No,Yes,Yes,1
1260,1097,No,1.4,No,0,No,60.0,0.8,181,1,17,405,519,509.0,15,12.0,12,Yes,No,No,0
1261,1562,No,0.5,Yes,1,Yes,20.0,0.8,172,8,10,678,1676,3465.0,16,11.0,6,Yes,,No,3
1262,1433,Yes,2.3,No,8,Yes,27.0,0.9,153,7,12,1619,1651,3900.0,18,16.0,2,Yes,No,Yes,3
1263,740,No,1.8,No,1,No,12.0,0.2,123,1,11,935,1147,1105.0,7,6.0,19,No,Yes,Yes,0
1264,676,No,2.2,No,1,Yes,39.0,0.2,84,1,5,864,1011,2064.0,13,7.0,6,Yes,,No,1
1265,503,Yes,1.8,Yes,1,Yes,13.0,0.7,131,1,4,1495,1688,3117.0,19,6.0,9,Yes,No,Yes,3
1266,1020,No,1.5,No,13,Yes,7.0,0.7,96,3,18,870,1613,1142.0,13,9.0,8,Yes,No,Yes,1
1267,896,No,1.0,Yes,3,Yes,4.0,0.3,111,1,4,1379,1469,1060.0,12,10.0,4,Yes,Yes,Yes,1
1268,1824,Yes,0.8,No,4,Yes,19.0,0.9,143,2,5,1055,1738,2381.0,14,1.0,5,Yes,No,No,2
1269,1512,No,0.6,Yes,1,Yes,54.0,0.4,134,3,2,220,1838,3366.0,7,3.0,11,Yes,No,Yes,3
1270,1053,No,2.9,No,7,No,42.0,0.9,126,6,17,419,1261,1339.0,17,0.0,14,No,No,Yes,0
1271,1944,Yes,1.8,Yes,0,Yes,31.0,0.8,87,4,10,1111,1362,,7,3.0,8,Yes,No,No,3
1272,1174,No,0.7,Yes,1,Yes,25.0,0.8,91,2,8,1097,1461,285.0,19,7.0,3,Yes,No,Yes,0
1273,627,Yes,1.6,Yes,3,Yes,12.0,0.2,131,7,17,447,819,2476.0,17,1.0,10,Yes,No,No,1
1274,1602,No,2.7,No,4,Yes,46.0,,118,1,5,273,1062,1862.0,16,9.0,2,Yes,No,Yes,1
1275,1733,Yes,1.5,Yes,4,Yes,6.0,0.9,170,1,15,590,997,3488.0,6,4.0,10,Yes,Yes,Yes,3
1276,586,No,1.4,Yes,10,Yes,8.0,0.5,142,8,14,116,598,3178.0,9,7.0,10,Yes,No,Yes,2
1277,1528,No,2.4,No,2,No,37.0,0.2,156,8,3,306,564,733.0,15,0.0,14,Yes,Yes,No,0
1278,875,No,0.7,No,2,No,23.0,0.1,110,7,7,300,1316,756.0,14,5.0,6,No,No,No,0
1279,1602,No,0.6,No,12,No,58.0,0.4,170,1,13,1259,1746,3622.0,17,,17,No,Yes,Yes,3
1280,1426,No,1.6,No,4,Yes,12.0,0.7,174,5,16,1573,1694,1277.0,14,9.0,5,Yes,No,No,1
1281,1370,No,1.4,No,5,Yes,6.0,0.2,158,6,8,1392,1783,3703.0,13,10.0,11,Yes,Yes,No,3
1282,609,Yes,0.5,No,4,Yes,10.0,0.1,81,6,6,113,1524,1905.0,16,3.0,18,Yes,Yes,Yes,1
1283,840,No,1.2,Yes,5,Yes,15.0,0.3,178,6,8,526,1728,,12,2.0,6,Yes,Yes,No,2
1284,991,No,2.0,No,2,Yes,12.0,0.3,158,5,6,1209,1678,2014.0,11,9.0,10,Yes,No,No,2
1285,1724,Yes,1.8,No,0,Yes,9.0,0.8,100,2,1,655,828,3056.0,18,16.0,6,Yes,No,No,3
1286,584,Yes,1.8,No,0,Yes,,0.3,168,3,0,1123,1622,465.0,12,8.0,4,Yes,Yes,No,0
1287,860,Yes,1.3,Yes,1,Yes,49.0,0.7,141,6,13,692,979,3869.0,16,14.0,20,Yes,Yes,Yes,3
1288,1541,Yes,2.8,Yes,10,Yes,,0.2,165,5,15,796,1052,1108.0,12,1.0,7,Yes,No,Yes,1
1289,615,Yes,0.5,Yes,7,No,58.0,0.5,130,5,8,1021,1958,1906.0,14,5.0,5,Yes,No,No,1
1290,912,Yes,2.8,Yes,6,Yes,46.0,0.4,84,4,11,995,1310,,8,4.0,4,Yes,Yes,Yes,0
1291,1278,Yes,1.2,No,10,Yes,60.0,0.6,172,7,14,1244,1504,3142.0,11,4.0,19,Yes,No,Yes,3
1292,1365,No,0.6,No,0,Yes,31.0,0.3,125,4,0,293,970,1300.0,14,7.0,13,Yes,,Yes,0
1293,1702,No,1.0,No,7,No,36.0,0.1,177,5,9,1240,1931,,8,6.0,10,No,No,No,2
1294,589,Yes,0.5,No,1,Yes,59.0,0.7,146,8,4,759,1858,362.0,16,10.0,6,Yes,Yes,Yes,0
1295,1347,No,1.5,Yes,10,No,56.0,0.3,95,1,19,398,1528,2456.0,13,0.0,13,Yes,Yes,Yes,2
1296,1644,No,2.8,No,0,Yes,44.0,1.0,137,8,0,358,791,2360.0,7,4.0,19,Yes,No,No,2
1297,956,No,1.9,Yes,1,No,42.0,0.1,133,7,11,403,1614,3700.0,10,0.0,7,Yes,Yes,No,3
1298,1089,No,1.4,Yes,10,No,2.0,0.1,153,7,20,211,1409,2620.0,7,5.0,13,Yes,No,No,2
1299,871,No,0.6,No,2,No,52.0,0.1,178,3,3,194,1437,437.0,14,7.0,17,Yes,No,No,0
1300,664,No,1.5,No,5,Yes,6.0,0.9,164,2,19,1076,1472,3774.0,11,5.0,18,Yes,No,No,3
1301,1874,Yes,0.6,No,1,No,19.0,0.8,192,2,9,1238,1418,1218.0,15,10.0,17,No,Yes,No,1
1302,1928,No,2.6,No,5,No,5.0,0.8,162,5,16,229,1004,696.0,14,12.0,15,Yes,Yes,Yes,0
1303,888,No,2.6,Yes,2,Yes,33.0,0.4,198,2,17,327,1683,3407.0,12,1.0,20,Yes,No,No,3
1304,1077,Yes,1.7,Yes,1,No,58.0,0.8,86,7,13,135,1892,3902.0,9,3.0,3,Yes,No,No,3
1305,1023,Yes,2.3,Yes,5,Yes,30.0,0.2,80,8,7,5,1744,2086.0,10,0.0,19,Yes,Yes,Yes,1
1306,1426,Yes,0.8,No,2,Yes,42.0,0.6,84,3,10,715,1163,1356.0,15,9.0,16,Yes,No,Yes,1
1307,831,No,1.7,Yes,7,Yes,26.0,0.7,177,5,11,511,621,1704.0,6,5.0,20,Yes,Yes,Yes,0
1308,1496,Yes,1.3,Yes,0,Yes,6.0,0.5,85,3,9,549,1383,3571.0,16,1.0,11,Yes,Yes,Yes,3
1309,1433,Yes,2.3,No,2,Yes,,0.1,129,5,11,420,784,2132.0,18,15.0,19,Yes,No,Yes,1
1310,1095,Yes,2.6,Yes,0,Yes,44.0,0.7,103,4,5,838,1066,3209.0,13,11.0,8,Yes,Yes,Yes,3
1311,643,Yes,0.7,Yes,3,Yes,23.0,0.8,156,1,9,314,1400,2096.0,13,6.0,2,Yes,No,No,1
1312,1142,Yes,1.1,No,0,Yes,6.0,0.5,198,4,0,739,1766,,19,0.0,6,Yes,No,No,1
1313,730,Yes,0.5,Yes,3,Yes,27.0,0.1,112,5,10,62,846,3623.0,9,4.0,15,Yes,Yes,No,2
1314,1901,Yes,0.5,No,5,Yes,41.0,0.6,131,2,17,3,1662,,5,1.0,12,Yes,No,No,0
1315,1510,No,0.6,Yes,1,No,32.0,0.7,135,3,8,963,1520,854.0,8,2.0,10,Yes,No,Yes,1
1316,1924,No,2.6,No,0,Yes,59.0,0.9,136,6,0,1438,1923,3646.0,10,9.0,16,Yes,No,Yes,3
1317,1825,No,1.1,Yes,13,Yes,17.0,0.1,157,4,18,1621,1773,3130.0,12,4.0,2,Yes,No,Yes,3
1318,1275,Yes,0.5,Yes,3,Yes,5.0,0.2,152,1,9,19,501,3784.0,13,4.0,4,Yes,Yes,No,3
1319,987,Yes,2.3,No,9,No,17.0,0.8,124,7,17,887,1274,3885.0,11,0.0,14,Yes,Yes,No,3
1320,1538,Yes,2.3,No,6,Yes,13.0,0.2,121,7,7,567,986,,18,10.0,12,Yes,Yes,Yes,1
1321,1965,Yes,0.5,No,4,Yes,29.0,0.5,149,5,13,584,676,2973.0,11,1.0,20,Yes,Yes,Yes,3
1322,808,No,1.9,No,7,No,20.0,0.8,185,6,14,496,974,1471.0,13,4.0,11,No,,No,0
1323,712,No,0.5,No,6,No,27.0,0.5,86,2,11,1245,1309,2001.0,11,10.0,12,Yes,Yes,Yes,1
1324,1507,Yes,0.9,Yes,0,Yes,42.0,0.4,123,5,0,682,888,1486.0,15,3.0,19,Yes,No,No,1
1325,912,No,0.7,No,3,No,47.0,0.9,182,3,6,724,794,1321.0,7,2.0,6,No,Yes,Yes,0
1326,769,Yes,1.2,No,2,No,17.0,0.1,95,8,4,1384,1454,1877.0,18,2.0,11,No,No,Yes,1
1327,948,No,2.3,No,14,No,22.0,0.1,173,5,20,257,1654,3499.0,11,7.0,19,Yes,Yes,Yes,3
